term_str,fear_structural,fear_conflict,fear_affective,fear_breakdown
far#4,0,0,0,0
far-reaching,0,0,0,0
farce,0,0,1,0
fare#1,0,0,0,0
fare#2,0,0,0,0
farewell,0,0,0,0
farm#1,0,0,0,0
farm#2,0,0,0,0
farm#3,0,0,0,0
farmer,0,0,0,0
farsighted,0,0,0,0
farther,0,0,0,0
fascinate#1,0,0,0,0
fascinate#2,0,0,0,0
fascination,0,0,0,0
fascist,1,0,1,0
fashion,0,0,0,0
fashionable,0,0,0,0
fast#1,0,1,0,0
fast#2,0,1,0,0
fast#3,0,1,0,0
fast#4,0,0,0,0
fast#5,0,1,0,0
fast#6,0,1,0,0
fasten,0,0,0,0
fat#1,0,0,1,0
fat#2,0,0,1,0
fat#3,0,0,1,0
fatal,0,0,1,0
fatalistic,0,0,1,0
fate,0,1,0,0
father,0,1,0,0
fathom#1,0,1,0,0
fathom#2,0,1,0,0
fatigue,0,0,1,1
fault,0,0,1,0
favor#1,0,0,0,0
favor#2,0,0,0,0
favor#3,0,0,0,0
favor#4,0,0,0,0
favor#5,0,0,0,0
favorable,0,0,0,0
favorite,0,0,0,0
favour#1,0,0,0,0
favourable#1,0,0,0,0
favourite#1,0,0,0,0
fear#1,0,0,1,1
fear#2,0,0,1,1
fear#3,0,1,1,1
fearful,0,0,1,1
fearless,0,1,0,0
fearsome,0,0,1,1
feasible,0,1,0,0
feast#1,0,0,0,0
feast#2,0,0,0,0
feather#1,0,0,0,0
feather#2,0,0,0,0
feather#3,0,0,0,0
feature#1,0,0,0,0
feature#2,0,0,0,0
february,0,0,0,0
fed#1,0,0,0,0
fed#2,0,1,2,1
federal,1,0,0,0
federate,1,0,0,0
federation,1,1,0,0
fee,0,0,0,0
feeble,0,0,2,0
feed#1,1,1,0,0
feed#2,0,0,0,0
feed#3,0,0,0,0
feed#4,0,0,0,0
feel#1,0,0,0,0
feel#2,0,0,0,0
feel#3,0,0,0,0
feeler,1,0,0,0
feet#1,0,0,0,0
feet#2,0,0,0,0
feign,0,0,1,0
feint,0,0,1,0
fell#1,0,0,0,0
fell#2,0,0,0,0
fell#3,0,0,0,0
fell#4,0,0,0,0
fell#5,0,0,0,0
fell#6,0,0,0,0
fellow#1,0,0,0,0
fellow#2,0,0,0,0
fellowship,0,1,0,0
felt#1,0,0,0,0
female,0,0,0,0
feminine,0,0,0,0
fence#1,0,0,0,0
fence#2,0,1,0,0
fence#3,0,0,0,0
ferocious,0,1,1,0
ferocity,0,1,1,0
fertile,0,0,0,0
fertiliser#1,0,0,0,0
fertilizer,0,0,0,0
fervent,0,1,0,0
fervently,0,0,0,0
fervor,0,1,0,0
festival,0,0,0,0
festive,0,0,0,0
festivity,0,0,0,0
fetch,0,0,0,0
feud,0,1,1,0
feudal,0,0,1,0
feudalism,1,0,0,0
fever,0,0,1,0
feverish,0,0,1,0
few#1,0,0,0,0
few#2,0,0,0,0
few#3,0,1,0,0
few#4,0,0,0,0
few#5,0,0,0,0
fiasco,0,0,1,1
fiber,0,0,0,0
fiberglas,0,0,0,0
fibre#1,0,0,0,0
fibreglass#1,0,0,0,0
fickle,0,0,1,0
fiction,0,0,0,0
fidelity,1,0,0,0
fidget,0,0,1,0
field#1,0,0,0,0
field#2,0,0,0,0
fiend,0,1,1,0
fierce,0,1,1,0
fiery,0,1,0,0
fifteen,0,0,0,0
fifteenth,0,0,0,0
fifth#1,0,0,0,0
fiftieth#1,0,0,0,0
fifty,0,0,0,0
fig,0,0,0,0
fight#1,2,2,1,0
fight#2,2,2,1,0
fight#3,2,2,1,0
fight#4,0,1,0,0
fighter,0,2,1,0
figure#1,0,0,0,0
figure#2,0,0,0,0
figure#3,0,0,0,0
figure#4,0,0,0,0
figure#5,0,0,0,0
file#1,0,0,0,0
file#2,0,0,0,0
filial,0,0,0,0
fill#1,0,1,0,0
fill#2,0,1,0,0
fill#3,0,0,0,0
fill#4,0,0,0,0
fill#5,0,0,0,0
fill#6,0,0,0,0
filly,0,0,0,0
film#1,0,0,0,0
film#2,0,0,0,0
filth,0,0,1,0
filthy,0,0,1,0
final#1,0,1,0,0
final#2,0,1,0,0
finance#1,0,1,0,0
finance#2,0,1,0,0
financial,0,0,0,0
find#1,0,0,0,0
find#2,0,0,0,0
fine#1,0,0,0,0
fine#2,0,0,0,0
fine#3,0,0,0,0
fine#4,0,0,0,0
fine#5,0,0,0,0
fine#6,0,0,1,0
fine#7,0,2,1,0
finger#1,0,0,0,0
finger#2,0,1,0,0
finish#1,0,0,0,0
finish#2,0,0,0,0
finish#3,0,0,0,0
finish#4,0,0,0,0
fire#1,2,2,1,0
fire#2,0,2,1,0
fire#3,2,1,1,0
fire#4,0,0,0,0
fire#5,0,0,0,0
fire#6,0,0,0,0
fire#7,0,0,0,0
firm#1,0,0,0,0
firm#2,0,1,0,0
firm#3,0,1,0,0
firm#4,0,1,0,0
firm#5,0,1,0,0
firmness,0,1,0,0
first#1,0,0,0,0
first#2,0,0,0,0
first#3,0,0,0,0
first#4,0,0,0,0
first#5,0,0,0,0
first#6,0,0,0,0
fiscal,0,0,0,0
fish#1,0,0,0,0
fish#2,0,0,0,0
fish#3,0,0,0,0
fission,0,0,0,0
fist,0,2,1,0
fit#1,0,0,0,0
fit#2,0,0,0,0
fit#3,0,0,0,0
fit#4,0,0,0,0
fit#5,0,0,0,0
fit#6,0,0,0,0
fitness,0,1,0,0
five,0,0,0,0
fix#1,0,1,0,0
fix#2,0,0,0,0
fix#3,0,0,0,0
fix#4,0,0,0,0
fix#5,0,0,1,0
fix#6,0,0,0,0
fix#7,0,0,0,0
fixate,0,0,0,0
flag,0,0,0,0
flagrant,0,0,1,0
flair,0,1,0,0
flame,0,0,0,0
flash#1,0,0,0,0
flash#2,0,0,0,0
flashlight,0,0,0,0
flashy,0,0,0,0
flat,0,0,0,0
flatness,0,0,0,0
flatter,0,0,0,0
flattery,0,0,0,0
flaunt,0,0,0,0
flavor#1,0,0,0,0
flavor#2,0,0,0,0
flavour#1,0,0,0,0
flaw,0,0,1,1
flawless,0,0,0,0
fled,0,1,1,0
flee,0,0,1,0
fleet,1,1,0,0
fleeting,0,0,1,0
flesh,0,0,0,0
flew,0,1,0,0
flexible,0,0,0,0
flight,0,0,0,0
flimsy,0,0,1,0
flint,0,0,0,0
flirt,0,0,0,0
float,0,0,0,0
flood#1,0,1,0,0
flood#2,0,1,0,0
floor#1,0,0,0,0
floor#2,0,0,0,0
floor#3,1,1,0,0
floor#4,0,0,0,0
floor#5,0,2,1,0
florida,0,0,0,0
flounder,0,0,1,1
flourish,1,1,0,0
flow#1,0,0,0,0
flow#2,0,0,0,0
flow#3,0,0,0,0
flower#1,0,0,0,0
flower#2,0,0,0,0
flower#3,0,0,0,0
flower#4,0,0,0,0
flown,0,0,0,0
flu,0,0,0,0
fluctuate,0,0,0,0
fluent,0,0,0,0
fluid,0,0,0,0
flung,0,0,0,0
flux,0,0,0,0
fly#1,0,0,0,0
fly#2,0,1,0,0
fly#3,0,0,0,0
fly#4,0,1,0,0
flyer,1,0,0,0
foam#1,0,0,0,0
foam#2,0,0,0,0
focal,0,1,0,0
focus#1,0,0,0,0
focus#2,0,0,0,0
foe,2,1,1,0
fog,0,0,0,0
foggy,0,0,0,0
foible,0,0,1,1
fold,0,0,0,0
folder,0,0,0,0
folk#1,0,0,0,0
folk#2,0,0,0,0
folk#3,0,0,0,0
folklore,0,0,0,0
folksy,0,0,0,0
folktales,0,0,0,0
follow#1,1,0,0,0
follow#2,0,0,0,0
follow#3,0,0,0,0
follow#4,0,0,0,0
follow#5,0,0,0,0
follow#6,0,0,0,0
follow#7,0,0,0,0
follower,1,0,0,0
fond#1,0,0,0,0
fond#2,0,0,0,0
fond#3,0,0,0,0
fond#4,0,0,0,0
fond#5,0,0,0,0
fond#6,0,0,0,0
fond#7,0,0,0,0
fondness,0,0,0,0
food,0,0,0,0
fool#1,0,0,1,0
fool#2,0,1,1,0
fool#3,0,1,0,0
foolish,0,0,1,0
foolishness,0,0,1,0
foot#1,0,0,0,0
foot#2,0,0,0,0
foot#3,0,0,0,0
foot#4,0,0,0,0
foot#5,0,0,0,0
football,0,0,0,0
for,0,0,0,0
forbid,2,1,1,0
forbidden,2,0,1,0
force#1,2,1,0,0
force#2,2,1,0,0
force#3,3,1,1,0
force#4,2,1,0,0
force#5,3,2,1,0
force#6,2,1,1,0
forceful,2,0,0,0
foreboding,0,1,1,0
forecast#1,0,0,0,0
forecast#2,0,0,0,0
foregoing,0,0,0,0
forehead,0,0,0,0
foreign#1,1,0,0,0
foreign#2,0,0,2,0
foremost,0,1,0,0
forerunner,0,0,0,0
foresee,0,0,0,0
foreseeable,0,0,0,0
foresight,0,1,0,0
forest,0,0,0,0
forestry,0,0,0,0
forever,0,1,0,0
forfeit,0,0,1,1
forgave,0,0,0,0
forget,0,0,0,0
forgetfulness,0,0,1,0
forgive,0,0,0,0
forgiven,0,0,0,0
forgiveness,0,0,0,0
forgot,0,0,0,0
forgotten#1,0,0,0,0
forgotten#2,0,0,0,0
fork,0,0,0,0
forlorn,0,0,1,1
form#1,0,0,0,0
form#2,0,0,0,0
form#3,0,0,0,0
formal,0,0,0,0
formality,0,0,0,0
formation,0,1,0,0
former#1,0,0,0,0
former#2,0,0,0,0
former#3,0,0,0,0
formidable,1,1,1,0
formula,0,0,0,0
formulate#1,0,0,0,0
formulate#2,0,0,0,0
forsake,0,0,1,0
fort,0,1,0,0
forth#1,0,0,0,0
forth#2,0,0,0,0
forth#3,0,0,0,0
forthcoming,0,0,0,0
forthwith,0,0,0,0
fortification,2,0,0,0
fortify,2,1,0,0
fortitude,1,1,0,0
fortunate,0,0,0,0
fortune#1,0,1,0,0
fortune#2,0,1,0,0
fortune#3,0,0,0,0
forty,0,0,0,0
forum,0,0,0,0
forward#1,0,0,0,0
forward#2,0,0,0,0
forward#3,0,0,0,0
forwardness,1,0,0,0
fossilize,0,0,0,0
foster,0,0,0,0
fought,2,2,1,0
found#1,0,0,0,0
found#2,1,1,0,0
found#3,0,1,0,0
foundation,0,1,0,0
founder#1,1,1,0,0
founder#2,0,0,1,1
four,0,0,0,0
fourteen,0,0,0,0
fourth#1,0,0,0,0
fox#1,0,0,0,0
fox#2,0,0,0,0
fraction,0,0,0,0
fracture,0,0,1,0
fragile,0,0,1,0
fragrant,0,0,0,0
frail,0,0,0,0
frame#1,0,1,0,0
frame#2,0,1,0,0
framework,0,0,0,0
france,0,0,0,0
franchise,1,0,0,0
francisco,0,0,0,0
frank,0,0,0,0
frantic,0,0,1,1
frantically,0,0,1,0
fraternal,0,0,0,0
fraternity,0,0,0,0
fraud,0,0,1,1
fraudulent,0,0,1,1
fraught,0,0,1,0
freak,0,0,1,0
free#1,1,1,0,0
free#2,2,1,0,0
free#3,1,1,0,0
free#4,0,1,0,0
free#5,0,1,0,0
freedom,1,0,0,0
freeze,0,0,0,0
freight,0,0,0,0
french,0,0,0,0
frequency,0,0,0,0
frequent#1,0,0,0,0
frequent#2,0,0,0,0
frequent#3,0,0,0,0
fresh,0,0,0,0
freshman,0,0,0,0
freshmen,0,0,0,0
fret,0,0,1,0
fretful,0,0,1,0
friction,0,0,0,0
friday,0,0,0,0
friend,0,0,0,0
friendliness,0,0,0,0
friendly,0,0,0,0
friendship,0,0,0,0
fright,0,0,0,0
frighten#1,0,1,1,1
frighten#2,0,0,1,1
frighten#3,0,0,1,1
frightful,0,0,1,1
frigid,0,0,1,0
fringe,0,0,0,0
frivolous,0,0,1,0
frog,0,0,0,0
frolic,0,0,0,0
from,0,0,0,0
front#1,0,0,0,0
front#2,0,0,0,0
front#3,0,0,1,0
front#4,0,0,0,0
frontier,0,0,0,0
frown#1,0,1,2,0
frown#2,0,1,2,0
frozen,0,0,0,0
frugal,0,0,0,0
frugality,0,0,0,0
fruit,0,0,0,0
fruitful,0,1,0,0
fruition,0,0,0,0
fruitless,0,0,1,0
frustrate#1,0,2,1,0
frustrate#2,0,0,1,1
frustrate#3,0,0,1,1
frustration,0,0,1,1
fry#1,0,0,0,0
fry#2,0,0,0,0
fuck,0,1,0,0
fuel,0,0,0,0
fugitive,0,0,1,0
fulfil#1,0,0,0,0
fulfill,0,1,0,0
fulfillment,0,1,0,0
fulfilment#1,0,0,0,0
full#1,0,1,0,0
full#2,0,1,0,0
full#3,0,1,0,0
full#4,0,1,0,0
full#5,0,0,0,0
full-time,0,0,0,0
fullest,0,0,0,0
fullness,0,0,0,0
fumble,0,0,1,1
fume#1,0,0,0,0
fume#2,0,0,0,0
fun#1,0,0,0,0
fun#2,0,1,1,0
function#1,0,1,0,0
function#2,0,0,0,0
function#3,0,0,0,0
function#4,0,1,0,0
functional,0,0,0,0
fund#1,0,0,0,0
fund#2,0,0,0,0
fund#3,0,0,0,0
fundamental,0,1,0,0
funeral,0,0,0,0
funny#1,0,0,0,0
funny#2,0,0,0,0
funny#3,0,0,0,0
fur,0,0,0,0
furious,0,1,1,0
furnace,0,0,0,0
furnish,0,0,0,0
furniture,0,0,0,0
further#1,0,1,0,0
further#2,0,0,0,0
further#3,0,1,0,0
further#4,0,0,0,0
furthermore,0,0,0,0
fury,0,1,1,1
fuss,0,0,1,0
fussy,0,0,1,0
futile,0,0,0,1
futility,0,0,1,1
future,0,0,0,0
fuzzy,0,0,0,0
gabon,0,0,0,0
gaiety,0,0,0,0
gaily,0,0,0,0
gain#1,0,1,0,0
gain#2,0,1,0,0
gainer,0,0,0,0
gait,0,0,0,0
gall,1,1,1,0
gallant,0,1,0,0
gallantry,0,0,0,0
gallery,0,0,0,0
galley,0,0,0,0
gallon,0,0,0,0
gambia,0,0,0,0
gamble#1,0,0,1,0
gamble#2,0,0,1,0
game#1,0,0,0,0
game#2,0,0,0,0
game#3,0,1,0,0
game#4,0,0,0,0
gang,1,1,0,0
gape,0,0,0,0
garage,0,0,0,0
garden#1,0,0,0,0
garden#2,0,0,0,0
gardener,0,0,0,0
garment,0,0,0,0
garnish,0,0,0,0
garrison,2,0,0,0
gas#1,0,0,0,0
gas#2,0,0,0,0
gash,0,0,1,1
gasket,0,0,0,0
gasoline,0,0,0,0
gasp#1,0,0,0,0
gasp#2,0,0,0,0
gate,0,0,0,0
gather#1,0,0,0,0
gather#2,0,0,0,0
gaudy,0,0,1,0
gauge#1,0,0,0,0
gauge#2,0,0,0,0
gave#1,0,0,0,0
gay,0,0,0,0
gaze#1,0,0,0,0
gaze#2,0,0,0,0
gazette,0,0,0,0
gear,0,0,0,0
general#1,0,0,0,0
general#2,0,0,0,0
general#3,2,1,0,0
generalise#1,0,0,0,0
generality,0,0,0,0
generalization,0,0,0,0
generalize,0,0,0,0
generate,0,0,0,0
generation,1,0,0,0
generosity,0,0,0,0
generous,0,0,0,0
genetic,0,0,0,0
geneva,1,0,0,0
genial,0,0,0,0
genius,0,1,0,0
gentle,0,0,0,0
gentleman,0,0,0,0
gentlemen,0,0,0,0
genuine,0,0,0,0
geograpghy,1,0,0,0
geographic,1,0,0,0
geographical,0,0,0,0
geometry,0,0,0,0
georgia,0,0,0,0
germ,0,1,1,0
german,0,0,0,0
germany,0,0,0,0
gesture#1,0,0,0,0
gesture#2,0,0,0,0
get#1,0,0,0,0
get#2,0,0,0,0
get#3,0,0,0,0
get#4,0,0,0,0
get#5,0,2,1,0
get#6,0,0,0,0
get#7,0,0,0,0
get#8,0,1,0,0
get#9,0,0,0,0
get#_10,0,0,0,0
ghana,0,0,0,0
ghastly,0,0,2,0
ghetto,1,0,1,0
ghost,0,0,0,0
giant#1,0,1,0,0
giant#2,1,1,0,0
giant#3,0,0,0,0
giddy,0,0,0,0
gift,0,0,0,0
gifted,0,1,0,0
gigantic,0,1,0,0
gin,0,0,0,0
ginger,0,0,0,0
gingerly,0,0,0,0
girl,0,0,0,0
give#1,0,0,0,0
give#2,1,0,0,1
give#3,0,0,0,1
give#4,0,0,0,0
give#5,0,0,0,0
give#6,0,0,0,0
give#7,0,0,0,0
given#1,0,0,0,0
giver,1,0,0,0
glad#1,0,0,0,0
glad#2,0,0,0,0
gladden,0,0,0,0
gladness,0,0,0,0
glamorous,0,0,0,0
glamour,0,0,0,0
glance#1,0,0,0,0
glance#2,0,0,0,0
gland,0,0,0,0
glare,0,1,1,0
glass,0,0,0,0
gleam#1,0,0,0,0
gleam#2,0,0,0,0
glean,0,0,0,0
glee,0,0,0,0
glen,0,0,0,0
glimmer,0,1,0,0
glimpse#1,0,0,0,0
glimpse#2,0,0,0,0
glisten#1,0,0,0,0
glisten#2,0,0,0,0
glitter#1,0,0,0,0
glitter#2,0,0,0,0
gloat,0,1,1,0
global,0,0,0,0
globe,0,0,0,0
gloom,0,0,1,2
gloomy,0,0,1,2
glorify,1,1,0,0
glorious,0,0,0,0
glory,0,0,0,0
glossy,0,0,0,0
glove,0,0,0,0
glow#1,0,0,0,0
glow#2,0,0,0,0
glue,0,0,0,0
glum,0,0,1,1
go#1,0,0,0,0
go#2,0,1,0,0
go#3,0,0,0,0
go#4,0,0,0,0
go#5,0,0,0,0
go#6,0,1,0,0
go#7,1,0,0,0
go#8,0,0,0,0
goal,0,0,0,0
goat,0,0,0,0
god,1,1,0,0
goddamn,0,1,2,0
goddess,1,1,0,0
godlike,1,1,0,0
godliness,1,1,0,0
gold,0,0,0,0
golden,0,0,0,0
gone#1,0,0,0,0
gone#2,0,1,0,0
gone#3,0,0,0,0
gone#4,0,0,0,0
gone#5,0,0,0,0
gone#6,0,0,0,0
gone#7,0,0,0,0
gone#8,0,0,0,0
gone#9,0,0,0,0
gonna,0,0,0,0
good#1,0,0,0,0
good#2,0,0,0,0
good#3,0,0,0,0
good#4,0,0,0,0
good-by,0,0,0,0
good-will,0,0,0,0
goodbye,0,0,0,0
goodness,0,0,0,0
goods,0,0,0,0
goodwill,0,0,0,0
gorgeous,0,0,0,0
gospel,0,0,0,0
gossip#1,0,0,0,0
gossip#2,0,0,0,0
got#1,0,0,0,0
gotten#1,0,0,0,0
govern#1,1,1,0,0
govern#2,2,1,0,0
government,2,1,0,0
governmental,1,1,0,0
governor,2,1,0,0
grab,0,1,1,0
grace,0,0,0,0
graceful,0,0,0,0
gracious,1,0,0,0
grade#1,0,0,0,0
grade#2,0,0,0,0
grade#3,0,0,0,0
gradual,0,0,0,0
graduate#1,0,0,0,0
graduate#2,0,0,0,0
graduate#3,0,0,0,0
graduate#4,0,0,0,0
graduate#5,0,0,0,0
graduation,0,0,0,0
grain,0,0,0,0
grammar,0,0,0,0
grand,0,1,0,0
grandchild,0,0,0,0
grandchildren,0,0,0,0
grandeur,0,1,0,0
grandfather,0,0,0,0
grandma,0,0,0,0
grandmother,0,0,0,0
grandpa,0,0,0,0
granny,0,0,0,0
grant#1,0,0,0,0
grant#2,1,1,0,0
grant#3,0,0,0,0
granular,0,0,0,0
grape,0,0,0,0
grapple,0,2,1,0
grasp#1,2,1,0,0
grasp#2,1,1,0,0
grass,0,0,0,0
grateful,0,0,0,0
gratification,0,0,0,0
gratify,0,0,0,0
gratitude,0,0,0,0
gratuitous,0,0,1,0
grave#1,0,0,1,0
grave#2,0,0,2,0
grave#3,0,0,1,0
grave#4,0,0,1,0
grave#5,0,0,1,0
gravest,0,0,0,0
gravitate,0,0,0,0
gravitational,0,1,0,0
gravity,0,1,0,0
gray,0,0,0,0
grease#1,0,0,0,0
grease#2,0,0,0,0
great#1,0,1,0,0
great#2,0,1,0,0
great#3,0,1,0,0
great#4,0,0,0,0
great#5,0,0,0,0
great#6,0,0,0,0
greatcoat,0,0,0,0
greatest,0,0,0,0
greatness,1,1,0,0
greece,0,0,0,0
greed,0,0,0,0
greek,0,0,0,0
green,0,0,0,0
greet#1,0,0,0,0
greet#2,0,0,0,0
grenade,2,1,0,0
grew#1,0,0,0,0
grey,0,0,0,0
grief,0,0,1,1
grievance,0,0,1,1
grieve,0,0,1,1
grievous,0,0,0,0
grim,0,0,2,0
grin#1,0,0,0,0
grin#2,0,0,0,0
grind#1,0,0,0,0
grind#2,0,1,0,0
grip#1,1,1,0,0
grip#2,1,1,0,0
grizzly,0,0,1,1
groin,0,0,0,0
groom,0,0,0,0
gross#1,0,0,1,0
gross#2,0,0,0,0
grotesque,0,0,2,0
ground#1,0,0,0,0
ground#2,0,1,0,0
ground#3,0,1,0,0
ground#4,0,1,0,0
ground#5,0,0,0,0
groundless,0,0,0,0
group#1,1,0,0,0
group#2,0,0,0,0
group#3,1,0,0,0
grove,0,0,0,0
grow#1,0,1,0,0
grow#2,0,1,0,0
grow#3,0,1,0,0
grow#4,1,1,0,0
grow#5,0,1,0,0
grower,0,1,0,0
growl,0,0,1,0
grown#1,0,1,0,0
grown#2,0,0,0,0
grown#3,0,0,0,0
grown#4,0,0,0,0
grown#5,0,0,0,0
grown#6,0,1,0,0
growth,0,1,0,0
grudge,0,1,2,1
gruff,0,1,1,0
grumble,0,1,2,0
guarantee#1,1,1,0,0
guarantee#2,1,1,0,0
guarantor,0,0,0,0
guard#1,2,1,0,0
guard#2,1,1,0,0
guardian,1,1,0,0
guardianship,1,0,0,0
guatemala,0,0,0,0
guerrilla,2,2,1,0
guess#1,0,0,0,0
guess#2,0,0,0,0
guess#3,0,0,0,0
guest,0,0,0,0
guidance,2,1,0,0
guide#1,2,1,0,0
guide#2,0,1,0,0
guide#3,1,0,0,0
guide#4,1,1,0,0
guideline,0,0,0,0
guidepost,0,0,0,0
guild,1,1,0,0
guilt,0,0,1,1
guilty,0,0,1,0
guinea,0,0,0,0
guise,0,0,1,0
guitar,0,0,0,0
gulf,0,0,0,0
gullible,0,0,1,0
gully,0,0,0,0
gun,1,2,1,0
gunmen,1,2,1,0
gusto,1,1,0,0
guy,0,0,0,0
gymnast,0,0,0,0
gymnastic,0,0,0,0
habit,0,0,0,0
habitual,0,0,0,0
hack,0,0,1,0
hackney,0,0,1,0
had#1,0,0,0,0
haemoglobin#1,0,0,0,0
hag,0,0,1,0
haggard,0,0,1,0
haggle,2,0,0,0
hague,0,0,0,0
hair#1,0,0,0,0
hair#2,0,0,0,0
haiti,0,0,0,0
half#1,0,0,0,0
half#2,0,0,0,0
half#3,0,0,0,0
half#4,0,0,0,0
half#5,0,0,0,0
half-inch,0,0,0,0
halfway,0,0,0,0
hall,0,0,0,0
hallowed,0,0,0,0
halt,0,1,0,0
hamburger,0,0,0,0
hammock,0,0,0,0
hamper,1,2,1,0
hampshire,0,0,0,0
hand#1,0,0,0,0
hand#2,0,0,0,0
hand#3,0,0,0,0
hand#4,0,0,0,0
hand#5,0,0,0,0
hand#6,0,1,1,0
hand#7,0,0,0,0
hand#8,1,0,0,0
hand#9,0,0,0,0
hand#_10,0,1,0,0
hand#_11,0,0,0,0
hand#_12,0,0,0,0
handful,0,0,0,0
handicap,0,0,1,0
handle#1,2,1,0,0
handle#2,0,0,0,0
handle#3,1,1,0,0
handsome,0,0,0,0
handy,0,0,0,0
hang#1,0,0,0,0
hang#2,0,0,0,0
hang#3,0,1,1,0
hang#4,0,0,0,0
hang#5,0,0,0,0
hang#6,0,0,1,0
hanger,0,0,0,0
hanker,0,0,0,0
haphazard,0,0,1,0
hapless,0,0,1,0
happen#1,0,0,0,0
happen#2,0,0,0,0
happen#3,0,0,0,0
happiness,0,0,0,0
happy#1,0,0,0,0
happy#2,0,0,0,0
happy#3,0,0,0,0
happy#4,0,0,0,0
harass,0,1,1,0
harassment,0,1,1,0
harbor#1,0,0,0,0
harbor#2,0,1,0,0
harbour#1,0,0,0,0
hard#1,0,1,1,0
hard#2,0,1,0,0
hard#3,0,0,0,0
hard#4,0,0,0,0
hard#5,0,0,1,1
harden,0,0,0,0
hardest,0,0,0,0
hardship,0,0,1,0
hardtack,0,0,0,0
hardy,0,1,0,0
hare,0,0,0,0
harm#1,0,2,1,0
harm#2,0,2,1,0
harmful,0,1,1,0
harmless,0,0,0,0
harmonious,1,0,0,0
harmonization,1,0,0,0
harmonize,1,0,0,0
harmony,1,0,0,0
harness,0,0,0,0
harsh,0,2,1,0
harshest,0,0,0,0
harvest#1,0,0,0,0
harvest#2,0,0,0,0
has#1,0,0,0,0
hassle,0,1,1,0
haste,0,0,0,0
hasten,0,0,0,0
hat,0,0,0,0
hate#1,0,1,2,0
hate#2,0,1,2,0
hate#3,0,1,2,0
hater,0,1,1,0
hatred,0,1,2,0
haughty,1,1,1,0
haunt,1,1,1,0
have#1,0,0,0,0
have#2,1,0,0,0
have#3,0,0,0,0
have#4,0,0,0,0
have#5,0,0,0,0
haven,0,0,0,0
havoc,0,0,1,0
hawaii,0,0,0,0
hay,0,0,0,0
hazard#1,0,0,1,0
hazard#2,0,0,1,0
hazardous,0,0,1,0
haze,0,0,0,0
haziness,0,0,1,0
hazy,0,0,1,0
he,0,0,0,0
head#1,0,0,0,0
head#2,2,1,0,0
head#3,2,1,0,0
head#4,0,0,0,0
head#5,0,0,0,0
head#6,0,0,0,0
head#7,0,0,0,0
headache,0,0,1,0
headlight,0,0,0,0
headquarters,1,1,0,0
heal,1,1,0,0
health,0,1,0,0
healthful,0,0,0,0
healthy#1,0,1,0,0
healthy#2,0,1,0,0
healthy#3,0,1,0,0
heap#1,0,0,0,0
heap#2,0,0,0,0
hear#1,0,0,0,0
hear#2,0,0,0,0
hear#3,0,0,0,0
hear#4,0,0,0,0
hear#5,1,0,0,0
heard#1,0,0,0,0
hearer,0,0,0,0
heart#1,0,0,0,0
heart#2,0,0,0,0
heart#3,0,1,0,0
heart#4,0,0,0,0
heartily,0,1,0,0
heartless,0,1,1,0
heat#1,0,0,0,0
heat#2,0,1,0,0
heat#3,0,0,0,0
heat#4,0,0,0,0
heat#5,0,0,0,0
heat#6,2,0,0,0
heater,0,0,0,0
heaven,0,0,0,0
heavenly,0,0,0,0
heavy#1,0,1,0,0
heavy#2,0,1,0,0
heavy#3,0,1,0,0
heavy#4,0,1,0,0
hectic,0,0,1,0
hedge,0,1,1,0
hedonistic,0,0,1,0
heed,1,0,0,0
heedless,0,0,1,0
heel,0,0,0,0
hegemony,1,0,0,0
height,0,0,0,0
heighten,0,1,0,0
heinous,0,1,1,0
heir,0,0,0,0
held#1,0,0,0,0
hell,0,0,1,0
help#1,0,0,0,0
help#2,1,0,0,0
help#3,0,0,1,0
help#4,1,0,0,0
helper,0,0,0,0
helpful,0,0,0,0
helpless,0,0,1,1
helplessness,0,0,1,0
hemisphere,0,0,0,0
hemispheric,0,0,0,0
hemoglobin,0,0,0,0
hen,0,0,0,0
hence,0,0,0,0
her#1,0,0,0,0
her#2,0,0,0,0
herd#1,0,1,0,0
herd#2,1,1,0,0
herd#3,0,0,0,0
here,0,0,0,0
hereby,0,0,0,0
hereditary,0,0,0,0
heresy,0,0,0,0
heretofore,0,0,0,0
herewith,0,0,0,0
heritage,0,0,0,0
hero,1,1,0,0
heroic,1,1,0,0
heroin,0,0,0,0
heroine,0,0,0,0
heroism,1,1,0,0
hers,0,0,0,0
herself#1,0,0,0,0
hesitancy,0,0,0,0
hesitant,0,0,0,0
hesitate,0,0,0,0
hesitation,0,0,0,0
hiatus,0,0,0,0
hid#1,0,0,0,0
hidden#1,0,0,0,0
hidden#2,0,1,0,0
hide#1,0,1,0,0
hide#2,0,1,0,0
hide#3,0,0,0,0
hide#4,0,0,0,0
hide#5,0,0,0,0
hideous,0,0,2,0
hierarchy,1,0,0,0
high#1,0,1,0,0
high#2,0,0,0,0
high#3,0,1,0,0
high#4,0,1,0,0
high#5,0,1,0,0
high#6,0,0,0,0
highlight,0,0,0,0
highway,0,0,0,0
hilarious,0,0,0,0
hill,0,0,0,0
hillside,0,0,0,0
hilly,0,0,0,0
him,0,0,0,0
himself#1,0,0,0,0
hind,0,0,0,0
hinder,0,2,1,0
hindrance,0,1,1,0
hinge#1,0,0,0,0
hinge#2,0,0,0,0
hip,0,0,0,0
hire,1,1,0,0
